CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_SALA_ATENDIMENTO_ESPECIAL,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_PARQUE_INFANTIL,IN_BERCARIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_DEPENDENCIAS_PNE,IN_BANHEIRO_CHUVEIRO,IN_REFEITORIO,IN_AUDITORIO,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_ALOJAM_ALUNO,IN_AREA_VERDE,IN_LAVANDERIA,IN_INTERNET,IN_ALIMENTACAO,TP_ATIVIDADE_COMPLEMENTAR,IN_EDUCACAO_INDIGENA,IN_FINAL_SEMANA
43006744,EEI AMIGUINHOS DO CRISTAL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
43006752,EEI GERACAO CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,1,1,1,1,1,1,1,0,0,0,1,1,1,1,0,1,1,1,0,0,0,0
43006787,EEI CONTO DE FADAS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43006795,EEI CARROSSEL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0
43006809,EEI EDUCARE II,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43006817,5212 EEI RECANTO DOS PEQUENINOS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,0,0,0
43009000,EEF CRESCER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,1,1,1,1,1,1,0,1,0,1,1,1,1,0,1,1,1,0,0,0,0
43006825,5220 IEI CANTINHO DO SOL,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0
43006833,5221 EEI ANA MALTZ KNIJNIK,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,1,1,1,0,0,0
43006841,5222 IEI PRISMA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,1,0,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
43006850,COLEGIO AGIR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,0,1,0,0,1,0,1,1,1,1,1,0,1,0,0,0,1,0,0,0,0
43187951,ESCOLA DE EDUCACAO INFANTIL NUTRINDO O SABER,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43048200,EMEF PORTO NOVO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
43001190,IFRS - CAMPUS PORTO ALEGRE RESTINGA,NA,4,4305,43026,43,4314902,431490205,1,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,1,1,0,1,1,0,1,0,1,1,0,0,0
43004229,EEI ALEGRIA DE CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43004245,EEI TURMINHA DO PUFF,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
43004261,EEI SO BEBE,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43004288,EEI ECOVILLE KIDS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43004296,EEI CRIARTE,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
43004318,5218 IEI CARLOS ALBERTO TEJERA DE RE,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0
43241018,ESC EDUC INF JARDIM DOS GIRASSOIS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43009085,EEI URSINHOS CARINHOSOS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0
43009093,EEI LUDICA INFANCIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,1,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43009107,IEI CANTO DAS CRIANCAS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0
43009115,5228 IEI APRENDENDO FELIZ,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,1,0,1,1,0,0,0
43009140,EEI SONHO DE CRIANCA II,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
43009158,EEI SEMEAR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
43009166,5226 EEI PROF MARIETA PAIXAO ARAUJO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
43009212,SENAC INFORMATICA PORTO ALEGRE,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
43009280,5229 IEI CONSTRUINDO O AMANHA VILA JARDIM,1,4,4305,43026,43,4314902,431490205,4,2,1,1,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0
43188389,CRECHE E RECREACAO GAROTO SAPECA LTDA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43000452,ESC ENS MEDIO CESI ZONA SUL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,1,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
43000479,E E IND ENS FUN TUPE PAN,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
43000487,ESC EDUC PROFISSIONAL CECILIA MEIRELES,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
43000495,ESCOLAS E FACULDADES QI - ALBERTO BINS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1
43001254,E E IND ENS FUN PINDO POTY,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0
43004334,5217 EEI EDUARDA PUJOL ZANIRATTI,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0
43000517,ESCOLA DE EDUCACAO PROFISSIONAL PROFESSOR ALBERT EINSTEIN,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0
43000533,ESCOLAS E FACULDADES QI - JULIO DE CASTILHOS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,1,0,0,0,0
43002200,EEI PAMPEANO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43004300,EEI IGORZINHO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
43107052,ESC EST ENS FUN GENOVEVA DA COSTA BERNARDES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
43107060,ESC EST ENS FUN PROFESSOR AFONSO GUERREIRO LIMA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
43107079,ESC EST ENS MED PROFESSOR ALCIDES CUNHA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107087,ESC EST ENS FUN AURELIO REIS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
43107095,ESC EST ENS FUN PROF CARLOS RODRIGUES DA SILVA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107117,ESC EST ENS FUN PROFESSOR IVO CORSEUIL,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
43107125,ESC EST ENS MED PROFESSOR SARMENTO LEITE,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0
43107133,ESC EST ENS FUN PROFESSORA VIOLETA MAGALHAES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,0,1,1,1,0,0,0
43107141,ESC EST ENS FUN PROFESSORES LANGENDONCK,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0
43107150,ESC EST ENS FUN RAFAEL PINTO BANDEIRA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
43107168,ESC EST ENS FUN RIO DE JANEIRO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107184,ESC EST ENS MED ROQUE GONZALES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
43107192,ESC EST ENS FUN WILLIAM RICHARD SCHISLER,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107206,ESC EST ENS FUN SANTA RITA DE CASSIA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,1,0,0,0
43107214,ESC EST ENS MED SANTA ROSA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,0
43007392,ESC EDUC PROF FLIGHT,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0
43008720,EEI SAO JUDAS TADEU,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,1,1,1,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
43008755,EEI CANTINHO DOS BAIXINHOS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,0,0
43008763,IEI CANTINHO FELIZ,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0
43105777,ESC EST ENS FUN ALBERTO BINS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43032419,EEI ANJO SAPEQUINHA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
43364276,ESPACO PEDAGOGICO APRENDER BRINCANDO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43089160,5237 EEI WLANIR PORTO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,1,1,1,0,0,0
43089178,5233 EEI NOSSO SENHOR DOS PASSOS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,1,1,0,1,0,0,0
43089194,5240 EEI JARDIM FLORESTA LAMI,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1,1,0,0,1,1,1,0,0,0
43089216,5241 EEI DESENVOLVENDO O SABER,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,1,0,0,0
43089259,EEI MEU MUNDO CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43089283,5235 EEI EDUARDA PUJOL ZANIRATTI II,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
43089348,EEI PANAMERICANA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,1,1,0,1,0,1,1,1,1,1,1,0,1,1,0,1,0,1,0,0,0,0
43105300,ESCOLA DE ENSINO FUNDAMENTAL MADRE RAFFO,1,4,4305,43026,43,4314902,431490205,4,1,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0
43106200,ESC EST ENS FUN DR EMILIO KEMP,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0
43106900,ESC EST ENS FUN OTHELO ROSA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
43107400,ESC DE ENSINO FUNDAMENTAL MAE ADMIRAVEL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,0,0,0,0
43107800,COLEGIO ADVENTISTA DO PARTENON,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,1,0,1,1,1,0,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
43108300,ESC EST ENS FUN HELENA LITWIN SCHNEIDER,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0
43176500,CENTRO DE FORMACAO PROFISSIONAL SENAI VISCONDE DE MAUA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
43177000,CMET PAULO FREIRE,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,1,1,1,1,0,0,1,0,1,1,0,1,0,1,1,0,1,0,1,1,1,0,0
43185100,IEI RECANTO DOS PIAS,1,4,4305,43026,43,4314902,431490205,4,2,0,NA,0,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
43284000,5161 EEI RAIO DE SOL,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43250009,FACULDADE TECNOLOGIA TECBRASIL - UNIDADE PORTO ALEGRE,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43004679,EEI PEQUENO APRENDIZ,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,0,1,1,0,0,0,0
43108628,INSTITUICAO DE EDUC INF CEJUQUINHA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43047629,EEI FLORESCER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43047653,EEI IMAGINAR E CRIAR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
43047670,5230 EEI ABRASCE ILHA DO PAVAO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0,0
43048170,5232 IEI SALVATORE LETTIERI,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,1,1,1,0,0,0
43004687,EEI SONHO DE CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,1,1,0,0,0,0
43004709,EEI JOAO E MARIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,0
43004733,EEI ANJINHOS TRAVESSOS,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,1,1,0,0,0,0
43004741,KINDERHOUSE ESCOLA DE EDUCACAO INFANTIL LTDA - ME,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,0,1,1,1,1,0,0,1,1,1,1,1,1,0,0,1,0,0,0,0
43004750,EEI LAPIS DE COR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43004768,ESCOLA DE EDUCACAO INFANTIL MUNDO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,1,1,0,0,0,0
43004784,EEI SITIO DO PICA PAU AMARELO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43004814,EEI ARTE E CIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,0,0,0,0
43004822,5205 IEI OSICOM IV - NOSSA SENHORA DA SALETE,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,0,0,1,1,1,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0
43004830,5209 IEI ACOMPAR V - LUISA CASAGRANDE LEWANDOWSKI,1,4,4305,43026,43,4314902,431490205,4,4,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
43004857,EEI CATIVAR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
43004865,INST EDUC INF ABCB CRIANCA PAZ E BEM,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
43004873,INST EDUC INF ABCB SAO FRANCISCO,1,4,4305,43026,43,4314902,431490205,4,4,0,NA,0,0,0,1,1,1,0,1,1,0,0,1,1,0,1,1,0,1,0,1,1,0,0,0
43106730,ESC EST ENS FUN MARECHAL MALLET,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107222,ESC EST ENS FUN SAO CAETANO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
43107230,ESC EST ENS FUN SOLIMOES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107257,ESC EST ENS FUN TENENTE CORONEL TRAVASSOS ALVES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107265,ESC EST ENS FUN URUGUAI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107273,ESC EST ENS FUN VENEZUELA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0
43107281,ESC EST ENS FUN VERA CRUZ,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107290,ESC EST ENS FUN ALDO LOCATELLI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,0
43107303,ESC EST ENS FUN DANILO ANTONIO ZAFFARI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,0,0
43107311,ESC EST ENS FUN ITAMARATI,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,1,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0
43107320,ESC EST ENS MED JOSE DO PATROCINIO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
43107338,ESC EST ENS FUN SANTA LUZIA,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0
43107346,ESC EST ENS FUN VISCONDE DE PELOTAS,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43107354,ESC EST ENS MED VISCONDE DO RIO GRANDE,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,1,0,1,0,1,0,0,1,0,1,1,0,1,0,0,0,0,1,0,1,1,0,0,0
43107362,COLEGIO MARISTA ASSUNCAO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,1,1,0,0,0,0
43107370,COLEGIO SALESIANO DOM BOSCO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0,0,0
43008925,EEI TURMA DA MAGALI BABY,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43009018,ESC EDUC PROF SENAC ZONA NORTE,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,0,0,0,1
43009026,EEI ALECRIM,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43009034,EEI PROJETO CRIANCA SOGIPA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,0,1,1,0,0,1,0,1,1,0,0,1,0,1,0,0,0,0
43009042,EEI CASA AMETISTA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,1,0,0,0,0
43009069,EEI PROTASIO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
43009077,EEI BOSQUE ENCANTADO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,0,1,1,1,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,0
43089518,UNIDADE ENSINO FARROUPILHA TEN CEL CORREIA LIMA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,1,1,1,1,0,1,0,0,1,0,1,0,1,1,0,0,0,1,0,0,0,0
43004911,EEI PEQUENOS BRILHANTES,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43186700,COLEGIO UNIFICADO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,0,0,1,0,0,1,0,1,1,1,0,0,1,1,0,0,0,1,0,0,0,0
43187900,CENTRO DE EDUCACAO INFANTIL PROJETO VIDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,1,0,1,1,1,0,0,0,0
43190200,ESCOLA DE EDUCACAO INFANTIL VOVO ANINHA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
