CO_ENTIDADE,NO_ENTIDADE,CO_ORGAO_REGIONAL,CO_REGIAO,CO_MESORREGIAO,CO_MICRORREGIAO,CO_UF,CO_MUNICIPIO,CO_DISTRITO,TP_DEPENDENCIA,TP_CATEGORIA_ESCOLA_PRIVADA,IN_CONVENIADA_PP,TP_CONVENIO_PODER_PUBLICO,IN_LABORATORIO_INFORMATICA,IN_LABORATORIO_CIENCIAS,IN_SALA_ATENDIMENTO_ESPECIAL,IN_QUADRA_ESPORTES,IN_BIBLIOTECA_SALA_LEITURA,IN_PARQUE_INFANTIL,IN_BERCARIO,IN_BANHEIRO_DENTRO_PREDIO,IN_BANHEIRO_EI,IN_BANHEIRO_PNE,IN_DEPENDENCIAS_PNE,IN_BANHEIRO_CHUVEIRO,IN_REFEITORIO,IN_AUDITORIO,IN_PATIO_COBERTO,IN_PATIO_DESCOBERTO,IN_ALOJAM_ALUNO,IN_AREA_VERDE,IN_LAVANDERIA,IN_INTERNET,IN_ALIMENTACAO,TP_ATIVIDADE_COMPLEMENTAR,IN_EDUCACAO_INDIGENA,IN_FINAL_SEMANA
43190677,5113 EEI ANJINHO DA GUARDA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43190685,5012 EEI JESUS O BOM PASTOR,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,0,0
43190707,5046 IEI NSA SRA DE FATIMA NOVO MUNDO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43190723,5115 IEI SANTA ANITA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43191703,PEQUENO GENIO CRIATIVIDADE E LAZER LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
43191720,ABELHINHAS DA COLMEIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
43191738,EEI MUNDO MAGICO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,0
43191746,ESCOLA DE EDUCACAO INFANTIL LAR DO BEBE PUPILEIRA,1,4,4305,43026,43,4314902,431490205,4,4,0,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0
43191819,INSTITUICAO DE EDUCACAO INFANTIL HOTELZINHO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
43191835,AMPARO DA IMACULADA CONCEICAO,1,4,4305,43026,43,4314902,431490205,4,4,0,NA,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0
43191843,ESC DE EDUC INF MIMO DE GENTE SOC SIMP LTDA ME,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43191878,5119 EEI CRIANCA CIDADA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43191894,5133 EEI AMOVIR,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43191932,ESCOLA EDUCACAO INFANTIL DOCE MEL,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0
43191940,ESCOLA DE EDUCACAO INFANTIL DA MONICA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0
43191959,ESCOLA DE EDUCACAO INFANTIL CEGONHA SAPECA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43191975,CENTRO DE APRENDIZAGEM INFANTIL CRIANCA E CIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43191983,COLEGIO UNIFICADO IGUATEMI,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0
43249604,ESCOLA PROFISSIONAL FUNDATEC,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,0,1,0,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
43281001,5150 EEI SEMEANDO O AMANHA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43282008,5153 EEI MEU DENGO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0
43282016,5159 EEI TIA IARA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43283004,5155 IEI RENOVAR DA ESPERANCA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0
43285007,5192 EEI RENASCER DA ESPERANCA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43293050,EMEF RINCAO,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,1,0,1,0,1,1,1,1,0,1,1,0,1,1,1,1,1,0,0
43293069,EMEF MORADAS DA HIPICA,1,4,4305,43026,43,4314902,431490205,3,NA,NA,NA,1,0,1,1,1,1,0,0,1,1,1,0,1,0,1,1,0,0,0,1,1,1,0,0
43297110,5185 EEI SAO MARCOS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43298133,5189 IEI CANTO DOS ANJOS,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43298150,5181 EEI PLANETA MAGICO,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43298168,ESC EDUC INF RECANTO DO SABER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,0,1,0,0,1,1,0,0,0,0
43298184,ESC EDUC INF AQUARELA DO ABC,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43388051,ESC PROF INST ENSINO EXTENSAO E PESQUISA - IEEP,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43188478,ESCOLA INFANTIL RAIO DE SOL,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43002196,EEI PLANETA EDUCARE,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43089089,EEP SENAC GESTAO E NEGOCIOS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43004806,EEI MUNDO MAGICO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43004393,EEI ACONCHEGO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190073,ESCOLA DE EDUCACAO INFANTIL LEVADOS DA BRECA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190111,ESCOLA DE EDUCACAO INFANTIL JARDIM ZONA SUL,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190189,68 IEI QUEM ME QUER,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190197,CENTRO EDUCACIONAL VIVENDO E APRENDENDO LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190243,CRECHE E BERCARIO BEBE CONFORTO LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190260,FAZENDO DE TUDO - ESCOLA DE EDUCACAO INFANTIL,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190340,ESCOLA DE EDUCACAO INFANTIL ARCO IRIS MAGICO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190448,PROEPRE CENTRO DE EDUCACAO INFANTIL LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190472,BERCARIO MATERNAL - GENTE NOSSA LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43190480,CENTRO DE EDUCACAO INF PRIMEIROS PASSOS,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43200958,PE DE MOLEQUE RECREACAO LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43200974,ESCOLA INFANTIL SITIO ENCANTADO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43201016,CRECHE BOLINHA DE SABAO- CENT INT INF TURM EMILIA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43201040,RECREACAO INFANTIL BRIZELY,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43201067,SONHO DE CRIANCA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43214207,CENTRO INF CARINHO DE ANJO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43216005,CENTRO DESENVOLVIMENTO INF INTEGRACAO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43216609,CASA DE CUIDADOS MORRO SANTANA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43208193,CENTRO DE DESENV INF VIVENDO E APRENDENDO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209009,ESC EDUC INF CONSTRUIR BRINCANDO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43204929,NUCL E EJA E CP CARDEAL ALFREDO VICENTE SCHERER,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
43210899,EEI ARCO IRIS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43367402,ESCOLA DE EDUCACAO INFANTIL CIER,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43364292,ESC EDUC INF DESCOBRINDO O SABER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,1,1,1,0,0,0,0
43364306,ESC EDUC INF DESCOBRINDO SABERES,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0
43173250,ESC EST ENS FUN DR MIGUEL TOSTES,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107940,ESC EST ENS FUN BENJAMIN CONSTANT,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43048412,FACULDADE ESTACIO DE SA DO RIO GRANDE DO SUL,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43004717,EEI PRIMEIROS PASSOS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43211020,EEI RECANTO DO BEIJA-FLOR,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43002080,EEI ARTE E MANHA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210414,EEI CRISTA PEQUENO SEMEADOR,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107028,ESC EST ENS FUN PLACIDO DE CASTRO,1,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43207766,ESC EDUC INF PEQUENOS ARTISTAS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43105327,ESC DE EDUC BAS MARIA GORETTI,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43105360,COLEGIO SANTA ROSA DE LIMA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43105602,ESC FUND MONSENHOR LEOPOLDO NEIS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43105610,COLEGIO MARISTA IR WEIBERT DE EDUC BASICA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43105912,ESC EST ENS FUND ARGENTINA,NA,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107176,ESC EST ENS FUND ROQUE CALLAGE,NA,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107648,JARDIM INFANCIA MARGARIDA LTDA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107761,ESCOLA DE EDUCACAO INFANTIL TUNEL DO TEMPO LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43107818,COLEGIO SAINT EXUPERY,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43108156,ESC ENS FUND ACM ZONA NORTE,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43108687,ESC MAT E J INF ESQUILO TRAVESSO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43109160,ESC DE 1 GRAU BEIT CHABAD,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43109349,ESC DE ENS FUND SAO LUCAS,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43203884,ESCOLA DE ENSINO FUNDAMENTAL CORONEL ESCOBAR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0
43206875,COLEGIO MARISTA PROFESSORA IVONE VETTORELLO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,1,1,1,1,1,0,1,0,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0
43207693,ESCOLA DE EDUCACAO INFANTIL RECREARTY,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0
43207715,5136 IEI UNIAO ESPERANCA,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
43207723,5163 EEI PLANETA INFANTIL,1,4,4305,43026,43,4314902,431490205,4,2,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
43207731,CENTRO INFANTIL A PEQUENA SEREIA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,0,0,0,1,0,1,0,1,0,0,0,0
43207774,EEI ARCO IRIS DO SABER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43207782,ESC EDUC INF FANTASTICO MUNDO DA CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,1,1,1,1,1,1,1,0,1,0,0,0,1,0,0,1,0,0,0,0,0
43207839,ESTACAO CRIANCA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,0,0,1,0,0,0,0
43208207,INST EDUC INF ESPACO CRIANCA LTDA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209661,ESC EDUC INF FILHOS DO SABER,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,1,0,1,1,0,1,0,1,0,0,0,0
43209688,ESCOLA DE EDUCACAO INFANTIL BEIJA-FLOR,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
43209718,ESC EDUC INF REDENCAO,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,0,0,1,0,1,0,0,0,0
43209734,CENTRO EDUCACIONAL DESENVOLVER LTDA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,1,0,0,1,1,1,1,1,1,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0
43209742,COLORINDO O AMANHA,1,4,4305,43026,43,4314902,431490205,4,1,0,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,1,0,1,1,1,0,0,0,0
43107460,COLEGIO BOM JESUS SAO LUIZ,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43191495,UM MUNDO ENCANTADO,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43009301,EEI HOTELZINHO - ABERTA DOS MORROS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43046371,EEI SONHO MEU,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210317,INST EDUC INF LOVE KIDS LTDA,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210333,KIDSTOP ESC EDUC INF LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210376,ESC EDUC INF CANTINHO DAS CRIANCAS,1,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43210384,ESC EDUC INF DIA FELIZ,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209483,COLEGIO CONCLUSAO,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209530,CAZON - CENTRO ABRIGADO ZONA NORTE,NA,4,4305,43026,43,4314902,431490205,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209670,INST EDUC INF RECANTO CORACAO DE MAE,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209696,ESC EDUC INF TIA LIDIA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
43209700,PRIMA INFANZIA ESC EDUC INF LTDA,NA,4,4305,43026,43,4314902,431490205,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
